FDID,Fire dept name,Mail addr1,Mail addr2,Mail PO box,Mail city,Mail state,Mail zip,HQ phone,HQ fax,County
13141,South Claiborne Volunteer Fire Department,3711 HWY 33 S,,PO Box 1872,New Tazewell,TN,37825,423-626-5455,,CLAIBORNE
23040,South Coast Fire Protection District,PO Box 334,,PO Box 334,Gualala,CA,95445-0334,707-884-4700,707-884-4705,MENDOCINO
53005,South Coffeyville Fire Department,PO Box 100,,PO Box 100,South Coffeyville,OK,74072-0100,918-255-6372,918-255-6750,NOWATA
32301,South Congaree Fire Department,300 Oak ST,,,West Columbia,SC,29172,803-755-1345,803-755-6562,LEXINGTON
51034,South Corning Fire Department,7 Clark ST,,,Corning,NY,14830-3710,607-936-3642,607-936-1267,STEUBEN
8013,South Creek Volunteer Fire Department,6428 Roaring Run RD,,,Gillett,PA,16925-9738,570-596-2425,570-596-2425,BRADFORD
4102,South Dade Fire & Rescue,PO Box 121,,PO Box 121,Rising Fawn,GA,30738-0121,706-462-2391,706-462-2391,DADE
1015,South Dakota Air National Guard,1201 W Algonquin ST,,PO Box ,Sioux Falls,SD,57104-0264,605-988-5789,605-988-5620,MINNEHAHA
51035,"South Dansville Volunteer Fire Company, Inc. #1",1481 Day RD,,,Arkport,NY,14807,607-295-7171,,STEUBEN
2924,South Davidson Fire Department,PO Box 1097,,PO Box 1097,Denton,NC,27239-1097,336-859-2312,336-859-0735,DAVIDSON
11013,South Davis Fire District,385 N West Bountiful,,,Woods Cross,UT,84087,801-936-6622,801-936-7600,DAVIS
11020,South Davis Metro Fire Service Area,PO Box 1547,,PO Box 1547,Bountiful,UT,84011-1547,801-677-2400,801-677-0166,DAVIS
5029,South Dayton Volunteer Fire Company,34 Maple ST,,PO Box 88,South Dayton,NY,14138,716-988-5153,,CATTARAUGUS
8112,South Daytona Fire Department,PO Box 214960,,PO Box 214960,South Daytona,FL,32121-4960,386-322-3033,386-322-3038,VOLUSIA
11976,South Deerfield Fire Department,84 Greenfield RD,,,South Deerfield,MA,01373-7300,413-665-2313,413-665-3478,FRANKLIN
56298,South Dixie Fire Protection District,PO Box 72182,,PO Box 72182,Louisville,KY,40272,502-935-0598,502-935-4237,JEFFERSON
75432,South Eastern Fire District,8626 E State Highway 85,,PO Box ,Island,KY,42350,270-486-9903,270-273-3551,MCLEAN
DZ601,South Ector County Volunteer Fire Department,PO Box 7571,,PO Box 7571,Odessa,TX,79760-7571,432-332-4688,,ECTOR
1115,South Egg Harbor Fire Company,523 S Philadelphia AVE,,,Egg Harbor,NJ,08215-1720,609-965-1180,,ATLANTIC
KA322,South Elgin Fire Protection District,150 W State ST,,,South Elgin,IL,60177-1912,847-741-2141,847-741-2184,KANE
18090,South Euclid Fire Department,1349 S Green RD,,,South Euclid,OH,44121-3945,216-381-1214,216-381-0656,CUYAHOGA
30060,South Farmingdale Fire Department,819 Main ST,,,South Farmingdale,NY,11735-4140,516-249-8855,516-249-3948,NASSAU
2266,South Fayette Volunteer Fire Department,PO Box 168,,PO Box 168,Cuddy,PA,15031-0168,412-257-2755,,ALLEGHENY
7121,South Fire District,445 Randolph RD,,,Middletown,CT,06457-5607,860-347-6661,860-346-6787,MIDDLESEX
30061,South Floral Park Department,383 Roquette AVE,,,South Floral Park,NY,11001-3539,516-354-7833,516-354-8296,NASSAU
12173,South Florence Volunteer Fire Department,501 N Main ST #901,,,Florence,AZ,85132-1134,480-200-7749,,PINAL
49,South Fork Center Fire Department/ Mount Ida Volunteer Fire Department,PO Box 714,,PO Box 714,Mount Ida,AR,71957-0714,870-867-4671,,MONTGOMERY
10540,South Fork Fire Protection District,PO Box 579,,PO Box 579,South Fork,CO,81154-0579,719-873-1030,719-873-0201,RIO GRANDE
11085,South Fork Volunteer Fire Company #1,520 Church ST,,PO Box ,South Fork,PA,15956,814-495-4444,814-495-4444,CAMBRIA
5509,South Fork Volunteer Fire Department,2736 Long Shoals RD,,,Lincolnton,NC,28092,704-735-3446,704-735-1603,LINCOLN
36104,"South Fork Volunteer Fire Department, Inc.",PO Box 297,,PO Box 297,Brandywine,WV,26802-0297,304-249-5232,304-249-5232,PENDLETON
23110,"South Fork Volunteer Fire Department, Inc.",19868 E Stonehill DR,,,Eagle River,AK,99577-9014,907-694-5553,,ANCHORAGE
1203,South Foster Volunteer Fire Company,5 Mount Hygeia RD,,,Foster,RI,02825-1434,401-647-5944,,PROVIDENCE
63032,South Franklin Township Volunteer Fire Department,101 Jolly School RD,,,Washington,PA,15301,724-225-6977,724-225-6977,WASHINGTON
43338,South Fremont Volunteer Fire Department,45 W 1ST S,,,Saint Anthony,ID,83445-2123,208-624-4404,208-624-7421,FREMONT
66153,South Fulton Fire Department,700 Milton Counce DR,,,South Fulton,TN,38257-2439,731-479-0213,731-479-0066,OBION
68,South Gilliam County Rural Fire Protection District,PO Box 623,,PO Box 623,Condon,OR,97823-0623,541-384-5555,541-384-5565,GILLIAM
46028,South Glens Falls Fire Company,7 W Marion AVE,,,South Glens Falls,NY,12803-4818,518-792-1674,518-761-4638,SARATOGA
23324,South Greenville Fire District,8305 Augusta RD,,,Pelzer,SC,29669-9724,864-243-5650,864-243-5656,GREENVILLE
66001,South Gulf County Volunteer Fire Department,240 Cape San Blas RD,,,Port Saint Joe,FL,32456-7615,850-227-2182,,GULF
2590,South Hackensack Fire Department,227 Phillips AVE,,,South Hackensack,NJ,07606-1624,201-641-7179,,BERGEN
15979,"South Hadley Fire District No.2, Fire Department",20 Woodbridge ST,,,South Hadley,MA,01075-1118,413-534-5803,413-341-1348,HAMPSHIRE
15978,South Hadley MA Fire District #1,144 Newton ST,,,South Hadley,MA,1075,413-532-5343,413-533-7111,HAMPSHIRE
32141,South Hamblen County Volunteer Fire Department,PO Box 1626,,PO Box 1626,Morristown,TN,37816-1626,423-581-9447,423-318-8370,HAMBLEN
73330,South Hampton Fire Rescue,128 Main AVE,,,South Hampton,NH,3827,603-394-0105,,ROCKINGHAM
46669,South Hancock Volunteer Fire Department,12195 State Route 2181,,,Hawesville,KY,42348-6236,270-233-3473,270-233-3473,HANCOCK
8013,South Haven Area Emergency Services Authority,90 Blue Star HWY,,,South Haven,MI,49090-2411,269-637-1813,269-637-0998,VAN BUREN
86113,South Haven Fire Department,640 N Oak AVE,PO Box 97,,South Haven,MN,55382,320-236-2200,320-236-2200,WRIGHT
SU307,South Haven Fire Department,PO Box 130,,PO Box 130,South Haven,KS,67140-0130,620-892-5292,,SUMNER
64012,South Haven-Portage Township Fire Department -,398 W 700 N,,,Valparaiso,IN,46385-8490,219-759-3919,219-759-8068,PORTER
KG510,South Hays Fire Department,3528 Hunter RD,,,San Marcos,TX,78666-3776,512-754-7963,518-528-7340,HAYS
45326,South Heart Fire District,PO Box 171,,PO Box 171,South Heart,ND,58655,701-677-5571,701-677-5571,STARK
30062,South Hempstead Fire Department,555 May ST,,,South Hempstead,NY,11550-7905,516-538-0606,516-538-1195,NASSAU
7603,South Hero Volunteer Fire Department,PO Box 112,,PO Box 112,South Hero,VT,05486-0112,802-378-5021,,GRAND ISLE
11707,South Hill Volunteer Fire Department,114 N Brunswick AVE,,,South Hill,VA,23970-1910,434-447-8227,434-955-2346,MECKLENBURG
I2735,South Hiram Fire Department,18 Allard CIR,,,Hiram,ME,04041-3662,207-625-4824,,OXFORD
CS842,South Holland Fire Department,16230 Wausau AVE,,,South Holland,IL,60473-2156,708-331-3123,708-210-1171,COOK
54710,South Hopkins Fire Department,PO Box 201,,PO Box 201,Mortons Gap,KY,42440-0201,270-258-5482,270-258-2021,HOPKINS
51036,"South Hornell Fire Company, Inc.",Crittenden RD,,PO Box 361,Hornell,NY,14843-0361,607-324-1148,,STEUBEN
KA662,South Houston Volunteer Fire Department,PO Box 238,,PO Box 238,South Houston,TX,77587,713-947-7700,,HARRIS
RN416,South Hutchinson Fire Department,2 S Main ST,,,South Hutchinson,KS,67505-1508,620-663-7104,620-663-7168,RENO
4908,South Iredell Volunteer Fire Department,PO Box 1751,,PO Box 1751,Mooresville,NC,28115-1751,704-664-3043,704-664-3043,IREDELL
7810,South Jackson Volunteer Fire Department,528 Crooked Creek RD,,,Athens,GA,30607-3611,706-548-0888,706-548-6969,JACKSON
MQ193,South Jacksonville Fire Department,301 Dewey DR,,,South Jacksonville,IL,62650,217-243-1913,217-243-7364,MORGAN
1024,South Jersey Transportation Authority,106 Atlantic City Int'l Airport,,,Egg Harbor Township,NJ,08234-9590,609-641-8164,609-641-8199,ATLANTIC
35008,South Jordan City Fire Department,10655 S Redwood RD,,,South Jordan,UT,84095-8507,801-254-0948,801-254-8356,SALT LAKE
3919,South Kalamazoo County Fire Authority,PO Box 69,,PO Box 69,Vicksburg,MI,49097-0069,269-649-0495,269-649-0633,KALAMAZOO
7017,South Kalispell Volunteer Fire Department,PO Box 621,,PO Box 621,Kalispell,MT,59903-0621,406-257-2282,406-257-2282,FLATHEAD
4044,South Killingly Fire Department,PO Box 31,,PO Box 31,Danielson,CT,06239-0031,860-774-4496,860-774-7217,WINDHAM
17D39,South King Fire & Rescue,31617 First AVE S,,,Federal Way,WA,98003,253-839-6234,253-529-7206,KING
18D07,South Kitsap Fire and Rescue,1974 Fircrest DR SE,,,Port Orchard,WA,98366-2639,360-871-2411,360-871-2426,KITSAP
13026,South Kortright Volunteer Fire Department,PO Box 102,,PO Box 102,South Kortright,NY,13842-0102,607-538-9070,,DELAWARE
17040,South Lake Couny Fire Protection District,PO Box 1360,,PO Box 1360,Middletown,CA,95461-1360,707-987-3089,707-987-9478,LAKE
9060,South Lake Tahoe Fire Rescue,2101 Lake Tahoe BLVD,,,South Lake Tahoe,CA,96150-6424,530-542-6160,530-541-0634,EL DORADO
543,South Lane County Fire & Rescue,233 E Harrison AVE,,,Cottage Grove,OR,97424-2473,541-942-4493,541-942-3367,LANE
PP403,South Lee County Volunteer Fire Department,4240 FM 448,,,Giddings,TX,78942-5932,000-000-0000,,LEE
41016,South Lee Fire Department,PO Box 512,668 Rd 154,,Shannon,MS,38868-0512,662-767-9115,,LEE
4411,South Limestone Volunteer Fire Department,PO Box 177,,PO Box 177,Belle Mina,AL,35615,256-341-0000,,LIMESTONE
21302,South Lynches Fire Department,345 S Ron McNair BLVD,,,Lake City,SC,29560-3434,843-374-8690,843-374-0025,FLORENCE
6338,South Lyon Fire Department,217 Whipple ST,,,South Lyon,MI,48178-1113,248-437-2616,248-437-3025,OAKLAND
MA202,South Macon Fire Protection District,231 S Front ST,,PO Box 356,Macon,IL,62544,217-764-3690,217-764-5130,MACON
45004,South Madison County Fire Protection District-Gluckstadt Fire Department,639 Yandell RD,,,Canton,MS,39046,601-691-4595,601-856-1770,MADISON
30006,South Malvern Rural Fire Department,256 Jester LN,,,Malvern,AR,72104-6721,501-332-2493,501-332-2493,HOT SPRING
4809,South Marengo Fire & Rescue Squad,PO Box 126,,PO Box 126,Sweet Water,AL,36782-0126,334-994-4130,334-994-4130,MARENGO
79406,South Marshall Fire Department,8280 Aurora HWY,,,Benton,KY,42025-6282,270-293-3650,270-474-3055,MARSHALL
74429,South McCreary Fire and Rescue,PO Box 549,,PO Box 549,Pine Knot,KY,42635,606-354-2424,606-354-4386,MCCREARY
19316,South Metro Fire Department,1650 Humboldt AVE,,,West St Paul,MN,55118-3905,651-552-4176,651-552-4195,DAKOTA
520,South Metro Fire Rescue Authority,9195 E Mineral AVE,,,Centennial,CO,80112-3549,720-989-2000,720-989-2001,ARAPAHOE
1902,South Metropolitan Fire Protection District,611 W Foxwood DR,,PO Box 467,Raymore,MO,64083,816-331-3008,816-322-5259,CASS
21035,South Middleton Township Fire Company,405 Forge RD,,,Boiling Springs,PA,17007-9750,717-258-6440,,CUMBERLAND
1502,"South Mills Volunteer Fire Department, Inc.",105 Halstead ST,PO Box 24,PO Box ,South Mills,NC,27976,252-771-2772,,CAMDEN
40220,South Milwaukee Fire Department,929 Marshall AVE,,,South Milwaukee,WI,53172-2663,414-768-8191,414-768-8193,MILWAUKEE
21008,South Mississippi Correctional Institute,63 HWY 63 PL S,,PO Box 1419,Leakesville,MS,39451-1419,560-394-5600,601-395-5600,GREENE
27155,South Monterey County Fire Protection District,2221 Garden RD,,,Monterey,CA,93940-5317,831-333-4600,831-333-2660,MONTEREY
SA412,South Montgomery County Volunteer Fire Department,27900 Robinson RD,,,Conroe,TX,77385-7522,281-363-3473,281-292-0487,MONTGOMERY
28006,South Mountain Restoration Center Fire Department,10058 South Mountain RD,,,South Mountain,PA,17261,717-749-3121,717-749-3946,FRANKLIN
28016,South Mountain Volunteer Fire Department,PO Box 92,,PO Box 92,South Mountain,PA,17261-0092,717-749-5212,717-749-5219,FRANKLIN
65011,South Mountain Volunteer Fire Department,HWY 9 WILDWOOD LN,HC 79 Box 343,,Marshall,AR,72650,870-448-3433,,SEARCY
1279,South Mountains Fire Rescue Inc.,8204 Gus Peeler RD,,,Connelly Springs,NC,28612-8288,828-438-8300,828-438-8399,BURKE
SG411,South Nacogdoches Fire Department,PO Box 633311,,PO Box 633311,Nacogdoches,TX,75963-3311,936-569-8999,,NACOGDOCHES
9019,South New Berlin Fire Department,PO Box 204,,PO Box 204,South New Berlin,NY,13843-0204,607-859-2400,607-859-9431,CHENANGO
37009,South New Castle Boro Volunteer Fire Department,1943 Morris ST,,,New Castle,PA,16102-1640,724-652-0055,724-652-4373,LAWRENCE
21049,South Newton Township Volunteer Fire Company,PO Box 49,,PO Box 49,Walnut Bottom,PA,17266-0049,717-532-4999,717-532-6240,CUMBERLAND
57011,South Ogden Fire Department,3950 S Adams AVE,,,South Ogden,UT,84403,801-394-4966,801-394-2435,WEBER
12309,South Old Bridge Volunteer Fire Company,PO Box 426,,PO Box 426,Old Bridge,NJ,8857,732-251-8596,732-251-7433,MIDDLESEX
93485,South Oldham Fire Department,PO Box 245,,PO Box 245,Crestwood,KY,40014-0245,502-241-8992,502-241-5593,OLDHAM
34048,"South Onondaga Fire Department, Inc.",3130 Cedarvale RD,,,Nedrow,NY,13120-9721,315-492-1147,,ONONDAGA
7190,South Orange Fire Department,56 Sloan ST,,,South Orange,NJ,7079,913-762-3200,973-762-4017,ESSEX
9020,South Otselic Fire Department,1577 ST HWY 26,,PO Box 41,South Otselic,NY,13155,315-653-4455,315-653-4455,CHENANGO
BV311,South Padre Island Fire Department,4601 Padre BLVD,,,South Padre Island,TX,78597-7325,956-761-3040,956-761-2792,CAMERON
6322,South Palm Beach Department of Public Safety,3577 S Ocean BLVD,,,South Palm Beach,FL,33480,561-586-2122,561-586-9790,PALM BEACH
19195,South Pasadena Fire Department,817 Mound AVE,,,South Pasadena,CA,91030-3298,626-403-7300,626-403-7301,LOS ANGELES
4012,South Pasadena Fire Department,911 Oleaner Way S,,,South Pasadena,FL,33707-2150,727-344-1666,727-381-4324,PINELLAS
TA293,South Pekin Fire Department,209 W Main ST,,PO Box 10,South Pekin,IL,61564,309-348-3406,309-348-2419,TAZEWELL
26D03,South Pend Oreille Fire & Rescue,325272 Highway 2,,,Newport,WA,99156-9354,509-447-5305,509-447-3121,PEND OREILLE
54012,South Phillips County Volunteer Rural Fire Department,1 Phillips 526 RD,,PO Box 76,Mellwood,AR,72367,870-827-6305,,PHILLIPS
27D17,South Pierce Fire & Rescue #17,5403 340TH St E,,,Eatonville,WA,98328-9633,253-847-4333,253-262-3182,PIERCE
58143,South Pittsburg Fire/Rescue,205 Elm AVE,,,South Pittsburg,TN,37380-1311,423-837-5000,423-837-0268,MARION
58851,"South Pittsburg Mountain Volunteer Fire Department, Inc.",115 Kirk LN,,,South Pittsburg,TN,37380-6125,423-837-7775,,MARION
31150,South Placer Fire District,6900 Eureka RD,,,Granite Bay,CA,95746-6531,916-791-7059,916-791-2199,PLACER
12022,South Plainfield Fire Department,123 Maple AVE,,,South Plainfield,NJ,7080,908-756-4761,908-754-1367,MIDDLESEX
10023,South Plattsburgh Fire Department,PO Box 2009,,PO Box 2009,Plattsburgh,NY,12901-0270,518-563-6580,518-563-9235,CLINTON
44015,South Point Volunteer Fire Department,104 Eisenhower ST,,,South Point,OH,45680-9216,740-377-4443,740-377-4493,LAWRENCE
TB309,South Polk County Volunteer Fire Department,PO Box 657,,PO Box 657,Ace,TX,77326-0657,936-685-7115,,POLK
14595,"South Pomfret-Teago Fire Department, Inc.",PO Box 40,,PO Box 40,South Pomfret,VT,05067-0040,802-457-1125,,WINDSOR
C0240,South Portland Fire Department,20 Anthoine ST,,,South Portland,ME,04106-4403,207-799-3314,207-799-4583,CUMBERLAND
43780,South Pymatuning Fire Department,PO Box 563,,PO Box 563,Sharpsville,PA,16150-0563,724-962-9481,724-962-9481,MERCER
57020,South Queensbury Fire Department,409 Dix AVE,,,Queensbury,NY,12804-3908,518-792-8669,518-792-7204,WARREN
20119,South Richard Fire Department,1915 E 2ND ST,,,Defiance,OH,43512-2503,419-782-3811,419-782-3408,DEFIANCE
16307,South River District Volunteer Fire Department,PO Box 203,,PO Box 203,Fairfield,VA,24435-0203,540-377-5988,,ROCKBRIDGE
12023,South River Fire Department,George ST,,PO Box 214,South River,NJ,8882,732-257-9217,732-613-6107,MIDDLESEX
1623,South River Merrimon Fire & EMS,1329 S River RD,,,Beaufort,NC,28516,252-728-2258,252-728-7961,CARTERET
B0867,South Road Volunteer Fire Department,1165 Old Canton Pike,,,Cadiz,KY,42211-8509,270-625-0705,,TRIGG
73122,South Roane County Volunteer Fire Department,PO Box 683,,,Kingston,TN,37763-0683,865-376-3635,865-376-7746,ROANE
MC463,South Roxana Fire Protection District,PO Box 87160,,PO Box 87160,South Roxana,IL,62087-7160,618-254-1088,618-254-8802,MADISON
14604,South Royalton Fire Department,PO Box 204,,PO Box 204,South Royalton,VT,05068-0204,802-763-8133,802-296-2939,WINDSOR
60050,South Salem Volunteer Fire Department,PO Box 191,,PO Box 191,South Salem,NY,10590-0191,914-763-3706,914-763-8861,WESTCHESTER
8074,South Salisbury Fire Department,3207 Old Concord RD,,,Salisbury,NC,28146-8390,704-637-3873,704-637-3757,ROWAN
35009,South Salt Lake City Fire Department,2600 S Main ST,,,South Salt Lake,UT,84115-3023,801-483-6043,801-464-6733,SALT LAKE
41095,South San Francisco Fire Department,480 N Canal ST,,,South San Francisco,CA,94080-4603,650-829-3950,650-829-3954,SAN MATEO
39120,South San Joaquin County Fire Authority,835 N Central AVE,,,Tracy,CA,95376-4105,209-831-6700,209-831-6703,SAN JOAQUIN
43045,South Santa Clara County Fire District,15670 Monterey ST,,,Morgan Hill,CA,95037-5431,408-779-2121,408-779-1679,SANTA CLARA
5020,South Sauty Volunteer Fire Department,122 Murphy Hill DR,,,Langston,AL,35755-7054,256-582-8077,256-582-9662,MARSHALL
47026,South Schenectady Fire Department,6 Old Mariaville RD,,,Schenectady,NY,12306-1320,518-355-7720,518-355-9798,SCHENECTADY
42034,South Schodack Fire District,1740 Duck Pond RD,,PO Box ,Schodack,NY,12156,518-732-2420,518-463-6328,RENSSELAER
76141,South Scott County Volunteer Fire Department,PO Box 212,,PO Box 212,Robbins,TN,37852-0212,423-627-1700,423-627-1700,SCOTT
142,South Sherman Fire District,PO Box 116,,PO Box 116,Grass Valley,OR,97029-0116,541-333-2525,,SHERMAN
51040,South Shore Fire Department,3900 Old Green Bay RD,,,Mount Pleasant,WI,53403-9488,262-995-1200,262-695-1208,RACINE
107,"South Shore Hubbard Lake Fire Department, Inc.",373 W Old Mt Maria RD,PO Box 70,,Lincoln,MI,48742,989-736-3730,989-736-3730,ALCONA
RB203,South Shore Volunteer Fire Department,449 Fleetwood DR,,,Ore City,TX,75683-7446,903-968-2211,903-968-6009,UPSHUR
45206,South Shore Volunteer Fire Department,PO Box 174,,PO Box 174,South Shore,KY,41175-0174,606-932-3222,606-932-2104,GREENUP
44232,South Side Volunteer Fire Department,202 Johnson,,,Gainesboro,TN,38562,931-268-2040,,JACKSON
70004,South Sioux City Volunteer Fire Department,1501 1st Ave,PO Box 33,,South Sioux City,NE,68776,402-494-7508,402-494-7599,DAKOTA
31D01,South Snohomish County Fire and Rescue Regional Fire Authority,12425 Meridian Ave S,,,Everett,WA,98208-5728,425-551-1200,425-551-1249,SNOHOMISH
19213,South St Paul Fire Department,310 Marie AVE,,,South St Paul,MN,55075-2013,651-554-3250,651-554-3251,DAKOTA
8508,"South Stokes Volunteer Fire Department, Inc.",PO Box 147,,PO Box 147,Germanton,NC,27019,336-994-2460,336-994-2460,STOKES
63044,South Strabane Fire Department,550 Washington RD,,,Washington,PA,15301-9621,724-225-9055,724-225-2035,WASHINGTON
43007,South Summit Fire Protection District,PO Box 660,,PO Box 660,Oakley,UT,84055-0660,435-783-5506,435-783-5127,SUMMIT
8674,South Surry Volunteer Fire Department,4056 Siloam RD,,,Dobson,NC,27017-8358,336-374-5614,,SURRY
G4500,South Thomaston Fire Department,PO Box 147,,PO Box 147,South Thomaston,ME,04858-0147,207-593-9380,,KNOX
13400,South Tongass Volunteer Fire Department,5690 Roosevelt DR,,,Ketchikan,AK,99901-9714,907-228-6673,907-247-1322,KETCHIKAN GATEWAY
502,South Torch Lake Fire District,PO Box 38,,PO Box 38,Alden,MI,49612-0038,231-331-4204,231-331-4172,ANTRIM
18132,South Trail Fire Protection and Rescue Service District,5531 Halifax AVE,,,Fort Myers,FL,33912-4403,239-433-0080,239-433-1941,LEE
37214,South Union Fire Department,111 Fire Station RD,,,Westminster,SC,29693-5755,864-972-0050,864-972-0120,OCONEE
26043,South Union Volunteer Fire Company,1 Fireman DR,,,Uniontown,PA,15401,724-437-1001,724-437-6382,FAYETTE
47025,South Vacherie Volunteer Fire Department,19455 Hwy 643,PO Box 265,,Vacherie,LA,70090,225-265-2409,,SAINT JAMES
13085,South Valley Volunteer Fire Department,1801 Carver RD,,,Las Cruces,NM,88005,505-525-2737,,DONA ANA
WZ405,South Van Zandt Volunteer Fire Department,26306 State Highway 19 N,,,Athens,TX,75752-3704,903-479-3300,,VAN ZANDT
38017,South Volunteer Fire Department,4849 Valley RD,,,Meridian,MS,39307-9486,601-482-9852,,LAUDERDALE
15080,South Wales Fire Company,6406 Olean RD,,,South Wales,NY,14139-9775,716-652-6659,716-652-7301,ERIE
13523,South Wall Fire Rescue / Wall Township Fire District #3,2605 Atlantic AVE,,,Manasquan,NJ,08736-1018,732-223-3178,732-223-2415,MONMOUTH
